question_id,answer_text,grade
36,"A animal tem núcleo e a vegetal não.",0
36,"a célula vegetal tem parede celular a animal não",3
36,"uma tem núcleo e a outra não",0
36,"animal tem nucleo e a animal n tem nucleo",0
36,"Uma é de seres vivos a outra é de plantas,vegetais.
\
uma tem parede celular a outra não.",1
36,"Que as células animais tem várias funções a mais do que as vegetais pois os animais falam andam tem um sistema digestivo complexo tem vários órgãos e os das plantas tem somente a fotossíntese,a criação de nutrientes,a absorção de água e etc.Por isso as células são diferentes pois as plantas são bem diferentes dos animais.",0
36,"A célula vegetal possui mais células que a animal e a animal é dos animais e vegetal das plantas e vegetais.",0
36,"célula animal é a célula dos seres vivos e a vegetal são as células das plantas",0
36,"Por suas funções e forma elas se diferenciam.",0
36,"uma não possui paredes e a outra possui",1
36,"a célula vegetal possui clorofila e a animal não.",2
36,"uma tem nucleo outra nao",0
36,"uma contem nucleo e outra nao, uma é de animal e outra de plantas",1
36,"A célula animal tem uma mitocondria a mais que a vegetal e ela possui também a clorofila ,a vegetal realiza a fotossintese e animal não",1
36,"A célula vegetal tem a clorofila e a animal não tem.",2
36,"A célula animal é composta por apenas uma célula e a vegetal por varias.",0
36,"A célula animal tem uma mitocôndria a mais que a célula vegetal, a vegetal realiza a fotossíntese, tem o corpo diferente.",1
36,"Animal não tem núcleo e a vegetal tem",0
36,"A celular vegetal possui parede celular e cloroplasto",3
36,"Na vegetal há a presença de clorofila, parede celular.",3
36,"Vegetal- cloroplasto/parede da célula
\
Animal- diferentes formatos",3
36,"A célula vegetal, possuí cloroblasto e todas as células são iguais, já a animal não possuí cloroblasto e possuí tipos de  células diferentes",2
36,"Não tem parede celular",2
36,"A parede celular, na vegetal tem o cloroplasto",3
36,"Sua parede celular e o cloroplasto",3
36,"A vegetal tem cloroplasto, vaculo , parede celular,  a animal não tem",3
36,"Uma tem parede celular e a outra não",3
36,"A animal possui parede celular e a vegetal não",0
36,"A diferença  é  que a célula vegetal da célula  animal é a parede celular e os cloropastos",3
36,"Animal não tem cloropasto e as paredes celulares são diferentes,vegetal tem elas",1
36,"A célula vegetal possui parede celular, que serve como uma proteção a mais, vacuolo para armazenamento, cloroplasto para realizar fotossintese, além dos componentes básicos, o citoplasma, o núcleo e a membrana plasmática, que existem na célula animal.",3
36,"A célula vegetal é mais simples,  enquanto  a animal é mais complexa.",0
36,"Forma, parede celular (vegetal), a celula vegetal tem vacúolos.",3
36,"A célula animal e do ser vivo.celula vegetal            é da planta",0
36,"A celula vegetal possui parede celular e a animal não",3
36,"A principal diferença é que a célula vegetal possui parede celular, pois precisa de mais rigidez.",3
36,"A membrana plasmática e a ausência de núcleo",0
36,"A célula animal ela n possue parede celular e a vegetal simb",2
36,"a célula animal é a célula dos humanos e animais e a vegetal e de plantas e a vegetal tem uma substância que ajuda na fotossíntese",0
36,"A célula vegetal possui uma membrana mais fina e o animal mais grossa.",0
36,"na célula vegetal, além da membrana plasmática, possui uma 'parede' que reveste ela por fora, externamente.",2
36,"A animal tem mais organelas",0
36,"Celula vegetal tem mais coisas que as outras",0
36,"A célula animal é mais complexa pois tem mais estruturas celulares.",0
36,"Que ela tem tipos de organelas diferentes",1
36,"a célula animal é a célula que nos compõe é a célula vegetal é a célula que compõe as plantas",0
36,"Célula animal tem núcleo definido, já a vegetal não",0
36,"Célula animal somente o animal e a vegetal os humanos e os vegetais",0
36,"Na célula animal, tem mais informações e mais conteúdo do que na de na vegetal",0
36,"A presença de vacúolos",1
36,"A diferença delas é a parede celular, váculo e plasto",2
36,"A diferença entre a célula animal e a vegetal é que ná vegetal não tem membrana plasmática nem centríolo",1
36,"A célula vegetal tem parede celular, cloropasto e vacuolo.",3
36,"Uma ha vacuolos, plastos e parede celular e outra não",3
36,"A célula vegetal possui algumas estruturas diferentes, como por exemplo os cloroplastos.",2
36,"A célula vegetal possui parede celular e a animal não",2
36,"Vegetal: Possui camada celular, vacúolo, cloroplasto, e os demais da animal exceto pela mitocôndria e lisossomo.
\
Animal: Vacúolo, complexo golgiense, núcleo, mitocôndria, nucléolo, membrana plasmática, lisossomo, citoplasma.",1
36,"As celular vegetais possuem parede celular, mas não possuem libossomos nem centríolos, mas a celula animal possui",1
36,"Aa celula animal não possui parede celular ou croropastos.",2
36,"Nas principais diferenças são estruturas e formas, a parede celular, as organelas e etc....",3
36,"A animal possui lisossomos, ribossomos complexo de Holgi e etc. Enquanto a vegetal tambem possui algumas dessas caracteristicas mas tambem possui parede celular e cloropasto para a resistência e fotossintese",2
36,"A célula animal é composta por organelas iguais a da célula vegetal mas a célula vegetal tem diferentes mecanismos para sua sobrevivência vegetal",0
36,"A célula vegetal possui cloroplastos, parede celular e algumas organelas diferentes das da célula animal",3
36,"A celula animal ela é mais complexa e esta nos animais já a celula vegetal esta nos vegetais",0
36,"A celula animal tem parede celular , e a vegetal não",0
36,"A celula vegetal nao tem nucleo",0
36,"A célula animal é formada por diferentes tipos de organelas das células vegetais.",0
36,"As célula animais e vegetais se diferem muito entre suas estruturas",0
36,"Qual a diferença entre a célula animal e a célula vegetal?",0
36,"Resposta correta",0
36,"a animal é mais complexa que a vegetal",0
36,"A celula animal e que tem no animal. E o vegetal e nas plantas.",0
36,"A célula animal é bipartida, ela consegue se regenerar. A célula vegetal não se biparte",0
36,"a celula animal é a mais burra e a vegetal é vegetariana",0
36,"Célula animal: astral, cêntrica, célula dívida centrípeta.
\
 
\
Célula vegetal: anastral, acêntrica, centrífuga",0
36,"A célula animal vem da célula do animais e a vegetais das plantas.",0
36,"A animal caça e a vegetal faz fotossíntese",0
36,"Celula animal mais complexa, a vegetal tem funções bem diferentes da celula animal",0
36,"Uma é unicelular e outra é bicelular",0
36,"A celula vegetal armazena amido e animal o glicogênio",2
36,"A célula animal é unicelular, já célula vegetal tem mais de um núcleo, ou seja, ela é policelular.",0
36,"Células animais: 
\
- Não possuem parede celular;
\
- Formato redondo e irregular.
\
\
Células vegetais:
\
- Possuem parede celular;
\
- Formas fixas e retangulares.",3
36,"A animal e viva que não se auto reproduzem  
\
E a vegetal e viva também mas se reproduzem inconsciente",0
36,"A célula vegetal contem cloropastos",1
36,"A presença de parede celular",2
36,"A diferença entre a célula vegetal e celular é que a célula vegetal produz uma substância cujo da sua coloração verde ( cloroplasto ).",2
36,"A presença de parede celular e de cloropastos",2
36,"a celula vegetal tem parede celular e cloroplasto e a celula animal tem membrana plamática",2
36,"As células vegetais possuem parede celular",2
36,"A célula animal tem o DNA e a célula vegetal tem o RNA.",0
36,"celula animal se reproduz e a vegetal faz a fotossíntese",0
36,"A célula vegetal tem cloropasto",2
36,"A célula vegetal tem cloroplastos e parede celular diferente da animal.",3
36,"A vegetal contém cloroplastos e a animal não",2
36,"Célula animal, possui DNA, e a célula vegetal não possui.",0
